Date,High,Low,Open,Close,Volume,Adj Close
2020-01-01,1527.0999755859375,1505.5,1518.0,1509.5999755859375,6402372.0,1503.952880859375
2020-01-02,1540.949951171875,1512.0,1512.0,1535.300048828125,8096561.0,1529.5567626953125
2020-01-03,1541.6500244140625,1523.0,1533.0,1537.1500244140625,9593498.0,1531.39990234375
2020-01-06,1527.9000244140625,1498.0,1520.0,1501.5,11209343.0,1495.8831787109375
2020-01-07,1534.5,1513.5,1519.0,1524.5999755859375,7627191.0,1518.896728515625
2020-01-08,1534.449951171875,1510.0,1515.0,1513.1500244140625,7336561.0,1507.4896240234375
2020-01-09,1550.0,1531.25,1538.5999755859375,1548.0,6849606.0,1542.209228515625
2020-01-10,1557.949951171875,1539.6500244140625,1551.9000244140625,1547.6500244140625,5704686.0,1541.860595703125
2020-01-13,1558.699951171875,1538.4000244140625,1545.050048828125,1543.699951171875,8358090.0,1537.92529296875
2020-01-14,1550.0,1521.8499755859375,1540.0,1529.4000244140625,7230788.0,1523.6788330078125
2020-01-15,1539.9000244140625,1518.25,1535.8499755859375,1523.8499755859375,7231393.0,1518.1495361328125
2020-01-16,1543.3499755859375,1528.0,1529.0,1537.9000244140625,5873662.0,1532.1470947265625
2020-01-17,1584.949951171875,1553.199951171875,1553.5,1581.0,13469708.0,1575.0858154296875
2020-01-20,1609.0,1526.4000244140625,1609.0,1532.3499755859375,14878868.0,1526.6177978515625
2020-01-21,1545.8499755859375,1522.0,1528.5999755859375,1533.9000244140625,8650831.0,1528.1619873046875
2020-01-22,1546.75,1531.0999755859375,1544.0,1533.3499755859375,4719245.0,1527.614013671875
2020-01-23,1541.949951171875,1520.699951171875,1536.5,1526.8499755859375,5142088.0,1521.1383056640625
2020-01-24,1536.3499755859375,1518.550048828125,1527.0,1521.550048828125,6687633.0,1515.8582763671875
2020-01-27,1524.449951171875,1505.0,1514.9000244140625,1506.550048828125,6120429.0,1500.914306640625
2020-01-28,1510.0,1463.5999755859375,1508.5999755859375,1471.75,11215313.0,1466.2445068359375
2020-01-29,1494.4000244140625,1464.050048828125,1474.050048828125,1479.8499755859375,11313297.0,1474.314208984375
2020-01-30,1479.699951171875,1440.0,1479.0,1443.75,10241756.0,1438.3492431640625
2020-01-31,1453.25,1407.199951171875,1453.0,1411.6500244140625,15886673.0,1406.369384765625
2020-02-03,1399.949951171875,1363.050048828125,1369.9000244140625,1385.5,14040626.0,1380.317138671875
2020-02-04,1432.5,1397.800048828125,1400.0,1426.4000244140625,11604666.0,1421.064208984375
2020-02-05,1452.800048828125,1430.300048828125,1434.9000244140625,1448.5,8444823.0,1443.0814208984375
2020-02-06,1467.0,1440.0999755859375,1454.0999755859375,1457.800048828125,7103715.0,1452.3466796875
2020-02-07,1452.3499755859375,1428.300048828125,1451.0,1433.6500244140625,5581641.0,1428.2869873046875
2020-02-10,1445.5,1410.449951171875,1428.0,1435.5999755859375,6922631.0,1430.229736328125
2020-02-11,1466.199951171875,1445.050048828125,1447.4000244140625,1452.75,6400245.0,1447.3155517578125
2020-02-12,1474.8499755859375,1455.0,1456.1500244140625,1470.300048828125,6187091.0,1464.7999267578125
2020-02-13,1477.75,1462.5999755859375,1477.75,1474.1500244140625,6201763.0,1468.635498046875
2020-02-14,1501.449951171875,1453.0999755859375,1477.25,1487.5999755859375,9704655.0,1482.03515625
2020-02-17,1506.1500244140625,1474.300048828125,1489.0,1478.25,6011340.0,1472.72021484375
2020-02-18,1475.9000244140625,1457.4000244140625,1475.9000244140625,1467.4000244140625,5086964.0,1461.9107666015625
2020-02-19,1506.449951171875,1475.0999755859375,1479.3499755859375,1503.800048828125,6438918.0,1498.1746826171875
2020-02-20,1508.0,1483.800048828125,1497.0,1485.949951171875,7722577.0,1480.391357421875
2020-02-24,1477.0,1439.550048828125,1469.75,1444.949951171875,9769743.0,1439.544677734375
2020-02-25,1451.4000244140625,1410.0,1451.4000244140625,1416.4000244140625,12684109.0,1411.1015625
2020-02-26,1412.3499755859375,1387.3499755859375,1410.0,1392.0,13423661.0,1386.7928466796875
2020-02-27,1393.800048828125,1369.0,1388.0,1386.25,11454300.0,1381.0643310546875
2020-02-28,1357.0,1325.0,1354.9000244140625,1328.6500244140625,17973847.0,1323.6798095703125
2020-03-02,1369.0,1301.0999755859375,1355.0999755859375,1316.1500244140625,13486634.0,1311.2265625
2020-03-03,1353.9000244140625,1322.0,1329.699951171875,1342.8499755859375,12525809.0,1337.82666015625
2020-03-04,1353.800048828125,1307.9000244140625,1352.0,1339.699951171875,10105782.0,1334.6884765625
2020-03-05,1357.949951171875,1306.0,1352.199951171875,1311.1500244140625,13948324.0,1306.2452392578125
2020-03-06,1288.1500244140625,1241.0999755859375,1270.0,1271.0,15422068.0,1266.2454833984375
2020-03-09,1241.0,1095.0,1240.050048828125,1114.1500244140625,40316138.0,1109.982177734375
2020-03-11,1178.449951171875,1108.0,1108.0,1153.550048828125,27237321.0,1149.23486328125
2020-03-12,1101.0,1048.699951171875,1085.0,1063.0,25587823.0,1059.0235595703125
2020-03-13,1140.0,942.4000244140625,998.0,1105.300048828125,33509107.0,1101.1654052734375
2020-03-16,1079.699951171875,1005.0,1060.550048828125,1015.7000122070312,17592794.0,1011.9005126953125
2020-03-17,1060.0,1003.2000122070312,1047.25,1008.0,20776373.0,1004.2293090820312
2020-03-18,1035.9000244140625,961.0,1025.300048828125,968.5,20449241.0,964.8770751953125
2020-03-19,967.0,892.2000122070312,920.0999755859375,917.7000122070312,28071848.0,914.26708984375
2020-03-20,1034.9000244140625,930.0,939.5,1017.9500122070312,28966278.0,1014.14208984375
2020-03-23,950.0,875.6500244140625,916.2000122070312,884.0499877929688,18593390.0,880.742919921875
2020-03-24,970.0,895.7999877929688,930.0,943.4000244140625,20908452.0,939.8709716796875
2020-03-25,1151.550048828125,963.25,963.7999877929688,1082.25,33432712.0,1078.2015380859375
2020-03-26,1116.9000244140625,1042.3499755859375,1095.800048828125,1066.199951171875,20912841.0,1062.2115478515625
2020-03-27,1107.300048828125,1046.199951171875,1095.0,1065.5999755859375,19044609.0,1061.61376953125
2020-03-30,1074.800048828125,1020.0,1040.5999755859375,1030.449951171875,13820078.0,1026.59521484375
2020-03-31,1129.800048828125,1048.0,1073.949951171875,1113.75,20249183.0,1109.583740234375
2020-04-01,1124.5999755859375,1045.199951171875,1122.25,1080.449951171875,19016959.0,1076.408203125
2020-04-03,1134.449951171875,1056.300048828125,1134.449951171875,1077.449951171875,18911970.0,1073.41943359375
2020-04-07,1214.0,1100.0,1102.0999755859375,1206.0999755859375,24857792.0,1201.5882568359375
2020-04-08,1229.0,1160.0,1180.0,1192.1500244140625,22803609.0,1187.6904296875
2020-04-09,1232.800048828125,1193.0,1214.0,1219.949951171875,15101511.0,1215.3863525390625
2020-04-13,1215.0,1180.0,1203.949951171875,1189.1500244140625,10822858.0,1184.70166015625
2020-04-15,1236.0,1143.0,1197.050048828125,1149.8499755859375,16147958.0,1145.548583984375
2020-04-16,1187.449951171875,1145.0,1149.8499755859375,1168.050048828125,17123489.0,1163.6806640625
2020-04-17,1230.0,1192.6500244140625,1216.0,1224.0,15209621.0,1219.4212646484375
2020-04-20,1257.0,1202.0,1226.0,1243.800048828125,16472130.0,1239.147216796875
2020-04-21,1252.0,1164.0,1210.0,1237.3499755859375,28057044.0,1232.7213134765625
2020-04-22,1384.9000244140625,1300.0,1320.0,1363.5999755859375,65230035.0,1358.4990234375
2020-04-23,1385.8499755859375,1353.300048828125,1367.3499755859375,1370.9000244140625,29928168.0,1365.771728515625
2020-04-24,1494.949951171875,1347.199951171875,1350.1500244140625,1417.0,61711199.0,1411.6993408203125
2020-04-27,1475.0,1423.0,1434.0,1429.75,26736415.0,1424.401611328125
2020-04-28,1455.449951171875,1392.1500244140625,1450.0,1428.1500244140625,35866256.0,1422.8076171875
2020-04-29,1453.6500244140625,1420.0,1444.9000244140625,1426.949951171875,17141303.0,1421.612060546875
2020-04-30,1480.9100341796875,1424.550048828125,1440.300048828125,1452.22998046875,32926121.0,1446.7974853515625
2020-05-04,1451.239990234375,1404.1400146484375,1426.47998046875,1421.719970703125,24670336.0,1416.401611328125
2020-05-05,1465.1099853515625,1433.6099853515625,1440.050048828125,1446.9300537109375,20723079.0,1441.5174560546875
2020-05-06,1471.010009765625,1431.9300537109375,1450.25,1447.030029296875,18685710.0,1441.616943359375
2020-05-07,1499.43994140625,1431.4300537109375,1441.3399658203125,1492.800048828125,23087436.0,1487.2158203125
2020-05-08,1565.06005859375,1522.6700439453125,1530.489990234375,1547.1300048828125,38887255.0,1541.342529296875
2020-05-11,1599.8399658203125,1557.5400390625,1565.1600341796875,1561.989990234375,30959745.0,1556.14697265625
2020-05-12,1553.6199951171875,1451.239990234375,1550.1099853515625,1465.3599853515625,46465281.0,1459.87841796875
2020-05-13,1527.0,1454.0,1527.0,1496.449951171875,30657492.0,1490.85205078125
2020-05-14,1496.699951171875,1430.050048828125,1469.0,1435.949951171875,22736607.0,1430.578369140625
2020-05-15,1466.699951171875,1415.0999755859375,1444.0,1459.4000244140625,28683258.0,1453.940673828125
2020-05-18,1482.0,1428.0,1470.0,1440.75,28980385.0,1435.3604736328125
2020-05-19,1461.699951171875,1403.25,1457.0,1408.9000244140625,19528760.0,1403.629638671875
2020-05-20,1446.8499755859375,1393.0,1410.0,1433.699951171875,25530626.0,1428.3367919921875
2020-05-21,1461.449951171875,1425.0,1435.0,1441.25,18076017.0,1435.858642578125
2020-05-22,1458.0,1426.5,1451.800048828125,1431.550048828125,17458065.0,1426.1949462890625
2020-05-26,1449.699951171875,1416.300048828125,1448.1500244140625,1424.050048828125,15329472.0,1418.7230224609375
2020-05-27,1454.0,1412.0,1431.0,1445.550048828125,16460756.0,1440.142578125
2020-05-28,1479.75,1449.0,1455.0,1472.25,18518271.0,1466.74267578125
2020-05-29,1472.0,1452.6500244140625,1468.0,1464.4000244140625,18470390.0,1458.9219970703125
2020-06-01,1538.3499755859375,1475.949951171875,1480.0,1520.3499755859375,18434012.0,1514.6627197265625
2020-06-02,1540.0,1520.800048828125,1526.0,1535.699951171875,10224049.0,1529.9552001953125
2020-06-03,1560.0,1533.3499755859375,1545.0,1541.6500244140625,11713461.0,1535.883056640625
2020-06-04,1589.5,1541.0,1544.0,1579.800048828125,15784379.0,1573.890380859375
2020-06-05,1618.0,1573.699951171875,1595.0,1581.699951171875,15264885.0,1575.783203125
2020-06-08,1618.4000244140625,1565.0,1618.4000244140625,1569.5,14497996.0,1563.6287841796875
2020-06-09,1583.0,1533.0,1560.300048828125,1537.1500244140625,11933076.0,1531.39990234375
2020-06-10,1579.550048828125,1540.050048828125,1543.0999755859375,1572.1500244140625,10214213.0,1566.2689208984375
2020-06-11,1567.949951171875,1531.0,1566.0,1537.699951171875,9408046.0,1531.94775390625
2020-06-12,1593.0,1497.0,1500.0,1588.800048828125,17790311.0,1582.856689453125
2020-06-15,1626.949951171875,1561.0999755859375,1565.0,1614.550048828125,24509058.0,1608.5103759765625
2020-06-16,1648.550048828125,1585.300048828125,1643.0,1617.699951171875,23622794.0,1611.6484375
2020-06-17,1635.449951171875,1602.0999755859375,1608.25,1615.3499755859375,19282411.0,1609.3072509765625
2020-06-18,1665.0,1605.5999755859375,1607.0,1655.9000244140625,18677617.0,1649.7056884765625
2020-06-19,1788.800048828125,1662.0,1670.0,1759.4000244140625,48828609.0,1752.8184814453125
2020-06-22,1804.199951171875,1735.0,1773.4000244140625,1746.1500244140625,27781693.0,1739.6180419921875
2020-06-23,1763.75,1716.0999755859375,1750.0,1720.9000244140625,17519493.0,1714.4625244140625
2020-06-24,1772.699951171875,1711.699951171875,1735.9000244140625,1727.8499755859375,23807033.0,1721.386474609375
2020-06-25,1749.0,1713.050048828125,1727.0,1717.9000244140625,18312025.0,1711.4737548828125
2020-06-26,1752.0,1717.0,1728.800048828125,1741.6500244140625,14270458.0,1735.1348876953125
2020-06-29,1739.75,1715.550048828125,1728.050048828125,1723.1500244140625,11824524.0,1716.7041015625
2020-06-30,1741.0,1695.550048828125,1737.0,1704.0999755859375,13972563.0,1697.725341796875
2020-07-01,1749.0,1708.050048828125,1720.0,1737.5999755859375,13136179.0,1731.0999755859375
2020-07-02,1767.5999755859375,1735.050048828125,1743.0,1760.3499755859375,13286365.0,1760.3499755859375
2020-07-03,1793.0,1768.0,1779.800048828125,1787.9000244140625,13583909.0,1787.9000244140625
2020-07-06,1838.0,1792.0999755859375,1805.0,1837.4000244140625,10810647.0,1837.4000244140625
